Start (s),End (s),Scientific name,Common name,Confidence,File
18,21,Litoria verreauxii,Whistling Tree Frog,0.6368,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia signifera_Common Eastern Froglet_Litoria ewingii_Brown Tree Frog-AUVIC_Wash_Jacks_20231101_205300.WAV
42,45,Crinia signifera,Common Eastern Froglet,0.5739,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia signifera_Common Eastern Froglet_Litoria ewingii_Brown Tree Frog-AUVIC_Wash_Jacks_20231101_205300.WAV
45,48,Crinia signifera,Common Eastern Froglet,0.798,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia signifera_Common Eastern Froglet_Litoria ewingii_Brown Tree Frog-AUVIC_Wash_Jacks_20231101_205300.WAV
51,54,Crinia signifera,Common Eastern Froglet,0.8145,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia signifera_Common Eastern Froglet_Litoria ewingii_Brown Tree Frog-AUVIC_Wash_Jacks_20231101_205300.WAV
54,57,Crinia signifera,Common Eastern Froglet,0.6885,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia signifera_Common Eastern Froglet_Litoria ewingii_Brown Tree Frog-AUVIC_Wash_Jacks_20231101_205300.WAV
0,3,Crinia signifera,Common Eastern Froglet,0.9929,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia signifera_Common Eastern Froglet_Litoria verreauxii_Whistling Tree Frog-AUVIC_MainRidge_Solar_20231102_051900.WAV
3,6,Crinia signifera,Common Eastern Froglet,0.9958,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia signifera_Common Eastern Froglet_Litoria verreauxii_Whistling Tree Frog-AUVIC_MainRidge_Solar_20231102_051900.WAV
6,9,Crinia signifera,Common Eastern Froglet,0.9722,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia signifera_Common Eastern Froglet_Litoria verreauxii_Whistling Tree Frog-AUVIC_MainRidge_Solar_20231102_051900.WAV
9,12,Crinia signifera,Common Eastern Froglet,0.8918,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia signifera_Common Eastern Froglet_Litoria verreauxii_Whistling Tree Frog-AUVIC_MainRidge_Solar_20231102_051900.WAV
12,15,Crinia signifera,Common Eastern Froglet,0.93,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia signifera_Common Eastern Froglet_Litoria verreauxii_Whistling Tree Frog-AUVIC_MainRidge_Solar_20231102_051900.WAV
15,18,Crinia signifera,Common Eastern Froglet,0.936,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia signifera_Common Eastern Froglet_Litoria verreauxii_Whistling Tree Frog-AUVIC_MainRidge_Solar_20231102_051900.WAV
18,21,Crinia signifera,Common Eastern Froglet,0.9073,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia signifera_Common Eastern Froglet_Litoria verreauxii_Whistling Tree Frog-AUVIC_MainRidge_Solar_20231102_051900.WAV
21,24,Crinia signifera,Common Eastern Froglet,0.989,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia signifera_Common Eastern Froglet_Litoria verreauxii_Whistling Tree Frog-AUVIC_MainRidge_Solar_20231102_051900.WAV
24,27,Crinia signifera,Common Eastern Froglet,0.9899,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia signifera_Common Eastern Froglet_Litoria verreauxii_Whistling Tree Frog-AUVIC_MainRidge_Solar_20231102_051900.WAV
27,30,Crinia signifera,Common Eastern Froglet,0.787,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia signifera_Common Eastern Froglet_Litoria verreauxii_Whistling Tree Frog-AUVIC_MainRidge_Solar_20231102_051900.WAV
30,33,Geocrinia laevis,Southern Smooth Froglet,0.5945,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia signifera_Common Eastern Froglet_Litoria verreauxii_Whistling Tree Frog-AUVIC_MainRidge_Solar_20231102_051900.WAV
33,36,Geocrinia laevis,Southern Smooth Froglet,0.8811,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia signifera_Common Eastern Froglet_Litoria verreauxii_Whistling Tree Frog-AUVIC_MainRidge_Solar_20231102_051900.WAV
36,39,Crinia signifera,Common Eastern Froglet,0.5428,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia signifera_Common Eastern Froglet_Litoria verreauxii_Whistling Tree Frog-AUVIC_MainRidge_Solar_20231102_051900.WAV
39,42,Crinia signifera,Common Eastern Froglet,0.9164,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia signifera_Common Eastern Froglet_Litoria verreauxii_Whistling Tree Frog-AUVIC_MainRidge_Solar_20231102_051900.WAV
39,42,Geocrinia laevis,Southern Smooth Froglet,0.5542,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia signifera_Common Eastern Froglet_Litoria verreauxii_Whistling Tree Frog-AUVIC_MainRidge_Solar_20231102_051900.WAV
42,45,Crinia signifera,Common Eastern Froglet,0.9966,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia signifera_Common Eastern Froglet_Litoria verreauxii_Whistling Tree Frog-AUVIC_MainRidge_Solar_20231102_051900.WAV
45,48,Crinia signifera,Common Eastern Froglet,0.9946,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia signifera_Common Eastern Froglet_Litoria verreauxii_Whistling Tree Frog-AUVIC_MainRidge_Solar_20231102_051900.WAV
48,51,Crinia signifera,Common Eastern Froglet,0.9902,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia signifera_Common Eastern Froglet_Litoria verreauxii_Whistling Tree Frog-AUVIC_MainRidge_Solar_20231102_051900.WAV
48,51,Geocrinia laevis,Southern Smooth Froglet,0.6073,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia signifera_Common Eastern Froglet_Litoria verreauxii_Whistling Tree Frog-AUVIC_MainRidge_Solar_20231102_051900.WAV
51,54,Crinia signifera,Common Eastern Froglet,0.7008,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia signifera_Common Eastern Froglet_Litoria verreauxii_Whistling Tree Frog-AUVIC_MainRidge_Solar_20231102_051900.WAV
51,54,Geocrinia laevis,Southern Smooth Froglet,0.6457,E:/Paul Stuff/full_audiofiles_frogs/data\Crinia signifera_Common Eastern Froglet_Litoria verreauxii_Whistling Tree Frog-AUVIC_MainRidge_Solar_20231102_051900.WAV
6,9,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.6579,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Blackwood_20240110_055100.WAV
18,21,Limnodynastes dumerilii,Pobblebonk,0.6754,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Blackwood_20240110_055100.WAV
21,24,Limnodynastes dumerilii,Pobblebonk,0.765,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Blackwood_20240110_055100.WAV
48,51,Limnodynastes dumerilii,Pobblebonk,0.5255,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Blackwood_20240110_055100.WAV
51,54,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.5821,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Blackwood_20240110_055100.WAV
0,3,Crinia signifera,Common Eastern Froglet,0.9766,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231019_053000.WAV
3,6,Crinia signifera,Common Eastern Froglet,0.9528,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231019_053000.WAV
6,9,Crinia signifera,Common Eastern Froglet,0.9761,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231019_053000.WAV
6,9,Geocrinia laevis,Southern Smooth Froglet,0.5781,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231019_053000.WAV
12,15,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.6494,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231019_053000.WAV
18,21,Limnodynastes dumerilii,Pobblebonk,0.8463,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231019_053000.WAV
24,27,Crinia signifera,Common Eastern Froglet,0.5087,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231019_053000.WAV
33,36,Limnodynastes dumerilii,Pobblebonk,0.9516,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231019_053000.WAV
36,39,Crinia signifera,Common Eastern Froglet,0.7794,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231019_053000.WAV
36,39,Limnodynastes dumerilii,Pobblebonk,0.7227,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231019_053000.WAV
42,45,Limnodynastes dumerilii,Pobblebonk,0.9774,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231019_053000.WAV
45,48,Limnodynastes dumerilii,Pobblebonk,0.9867,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231019_053000.WAV
48,51,Limnodynastes dumerilii,Pobblebonk,0.7492,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231019_053000.WAV
3,6,Litoria verreauxii,Whistling Tree Frog,0.546,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231019_201600.WAV
6,9,Limnodynastes dumerilii,Pobblebonk,0.5484,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231019_201600.WAV
12,15,Limnodynastes dumerilii,Pobblebonk,0.7063,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231019_201600.WAV
18,21,Limnodynastes dumerilii,Pobblebonk,0.6279,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231019_201600.WAV
18,21,Litoria verreauxii,Whistling Tree Frog,0.5047,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231019_201600.WAV
21,24,Crinia signifera,Common Eastern Froglet,0.597,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231019_201600.WAV
27,30,Limnodynastes dumerilii,Pobblebonk,0.7551,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231019_201600.WAV
45,48,Limnodynastes dumerilii,Pobblebonk,0.5929,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231019_201600.WAV
51,54,Limnodynastes dumerilii,Pobblebonk,0.7967,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231019_201600.WAV
54,57,Crinia signifera,Common Eastern Froglet,0.7803,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231019_201600.WAV
0,3,Litoria verreauxii,Whistling Tree Frog,0.6711,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231019_211000.WAV
12,15,Litoria verreauxii,Whistling Tree Frog,0.6021,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231019_211000.WAV
18,21,Litoria verreauxii,Whistling Tree Frog,0.5752,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231019_211000.WAV
21,24,Litoria verreauxii,Whistling Tree Frog,0.6307,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231019_211000.WAV
30,33,Neobatrachus sudelli,Sudells Frog,0.6141,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231019_211000.WAV
36,39,Litoria verreauxii,Whistling Tree Frog,0.8624,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231019_211000.WAV
42,45,Litoria verreauxii,Whistling Tree Frog,0.6361,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231019_211000.WAV
48,51,Litoria verreauxii,Whistling Tree Frog,0.7681,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231019_211000.WAV
51,54,Litoria verreauxii,Whistling Tree Frog,0.519,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231019_211000.WAV
54,57,Limnodynastes dumerilii,Pobblebonk,0.7764,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231019_211000.WAV
0,3,Limnodynastes dumerilii,Pobblebonk,0.7457,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231020_210300.WAV
3,6,Limnodynastes dumerilii,Pobblebonk,0.6485,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231020_210300.WAV
6,9,Limnodynastes dumerilii,Pobblebonk,0.8876,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231020_210300.WAV
9,12,Limnodynastes dumerilii,Pobblebonk,0.6109,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231020_210300.WAV
12,15,Limnodynastes dumerilii,Pobblebonk,0.8329,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231020_210300.WAV
15,18,Limnodynastes dumerilii,Pobblebonk,0.6197,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231020_210300.WAV
18,21,Limnodynastes dumerilii,Pobblebonk,0.6906,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231020_210300.WAV
21,24,Limnodynastes dumerilii,Pobblebonk,0.6103,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231020_210300.WAV
24,27,Limnodynastes dumerilii,Pobblebonk,0.914,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231020_210300.WAV
27,30,Limnodynastes dumerilii,Pobblebonk,0.7847,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231020_210300.WAV
30,33,Limnodynastes dumerilii,Pobblebonk,0.7873,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231020_210300.WAV
33,36,Limnodynastes dumerilii,Pobblebonk,0.9646,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231020_210300.WAV
36,39,Limnodynastes dumerilii,Pobblebonk,0.9275,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231020_210300.WAV
45,48,Limnodynastes dumerilii,Pobblebonk,0.7824,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231020_210300.WAV
48,51,Limnodynastes dumerilii,Pobblebonk,0.6961,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231020_210300.WAV
51,54,Limnodynastes dumerilii,Pobblebonk,0.967,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231020_210300.WAV
54,57,Limnodynastes dumerilii,Pobblebonk,0.8021,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231020_210300.WAV
0,3,Limnodynastes dumerilii,Pobblebonk,0.8122,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231021_054500.WAV
3,6,Limnodynastes dumerilii,Pobblebonk,0.973,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231021_054500.WAV
6,9,Limnodynastes dumerilii,Pobblebonk,0.9994,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231021_054500.WAV
9,12,Limnodynastes dumerilii,Pobblebonk,0.9951,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231021_054500.WAV
12,15,Limnodynastes dumerilii,Pobblebonk,0.9937,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231021_054500.WAV
15,18,Limnodynastes dumerilii,Pobblebonk,0.9981,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231021_054500.WAV
18,21,Limnodynastes dumerilii,Pobblebonk,0.9905,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231021_054500.WAV
21,24,Limnodynastes dumerilii,Pobblebonk,0.9906,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231021_054500.WAV
24,27,Limnodynastes dumerilii,Pobblebonk,0.9987,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231021_054500.WAV
27,30,Limnodynastes dumerilii,Pobblebonk,0.9951,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231021_054500.WAV
30,33,Limnodynastes dumerilii,Pobblebonk,0.9944,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231021_054500.WAV
33,36,Limnodynastes dumerilii,Pobblebonk,0.9695,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231021_054500.WAV
36,39,Limnodynastes dumerilii,Pobblebonk,0.988,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231021_054500.WAV
39,42,Limnodynastes dumerilii,Pobblebonk,0.7709,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231021_054500.WAV
39,42,Crinia signifera,Common Eastern Froglet,0.5198,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231021_054500.WAV
42,45,Limnodynastes dumerilii,Pobblebonk,0.8657,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231021_054500.WAV
45,48,Limnodynastes dumerilii,Pobblebonk,0.9578,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231021_054500.WAV
48,51,Limnodynastes dumerilii,Pobblebonk,0.8718,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231021_054500.WAV
51,54,Limnodynastes dumerilii,Pobblebonk,0.9959,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231021_054500.WAV
54,57,Limnodynastes dumerilii,Pobblebonk,0.9863,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231021_054500.WAV
0,3,Limnodynastes dumerilii,Pobblebonk,0.57,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231021_060000.WAV
3,6,Limnodynastes dumerilii,Pobblebonk,0.7291,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231021_060000.WAV
6,9,Limnodynastes dumerilii,Pobblebonk,0.9922,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231021_060000.WAV
21,24,Limnodynastes dumerilii,Pobblebonk,0.7695,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231021_060000.WAV
33,36,Limnodynastes dumerilii,Pobblebonk,0.9657,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231021_060000.WAV
36,39,Limnodynastes dumerilii,Pobblebonk,0.9554,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231021_060000.WAV
39,42,Limnodynastes dumerilii,Pobblebonk,0.8434,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231021_060000.WAV
42,45,Limnodynastes dumerilii,Pobblebonk,0.9321,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231021_060000.WAV
45,48,Limnodynastes dumerilii,Pobblebonk,0.6447,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231021_060000.WAV
51,54,Limnodynastes dumerilii,Pobblebonk,0.824,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231021_060000.WAV
54,57,Limnodynastes dumerilii,Pobblebonk,0.9737,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231021_060000.WAV
0,3,Limnodynastes dumerilii,Pobblebonk,0.7551,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231021_204900.WAV
6,9,Limnodynastes dumerilii,Pobblebonk,0.607,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes dumerilii_Pobblebonk-AUVIC_CoreaSouth_Plantation_20231021_204900.WAV
